Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 14
8192.000000000000000,306.649999999999977,21.903571428571428,94042.250000000000000,319.000000000000000,14.000000000000000,0.000070740000000,0.000040820000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
8192.000000000000000,238755166.439999997615814,0.351435136778274,57128052510873832.000000000000000,265900579.000000000000000,209964239.000000000000000,0.182419090000000,0.000060880000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
100000.000000000000000,283505802.490000009536743,0.417305736085698,80376967196336736.000000000000000,286404553.000000000000000,279319930.000000000000000,0.146055860000000,0.000566370000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
1000000.000000000000000,284496983.639999985694885,0.418764702977248,80938763629611168.000000000000000,284800405.000000000000000,282730931.000000000000000,0.127118540000000,0.005758270000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
131072.000000000000000,283635277.660000026226044,0.417496316774514,80449995467471152.000000000000000,285558997.000000000000000,281101978.000000000000000,0.143395660000000,0.000733240000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
131072.000000000000000,2727606.600000000093132,0.004014894474710,11903657768222.560546875000000,9845289.000000000000000,5580.000000000000000,0.188043400000000,0.000060640000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
8192.000000000000000,13810725.519999999552965,0.020328666744676,306607474422821.000000000000000,48960464.000000000000000,43131.000000000000000,0.187710650000000,0.000006150000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
8192.000000000000000,266298095.560000002384186,0.391976890101941,71011485949309656.000000000000000,286545155.000000000000000,240552162.000000000000000,0.168854190000000,0.000106760000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
131072.000000000000000,284223204.699999988079071,0.418361714674793,80783371774491904.000000000000000,285249018.000000000000000,281211694.000000000000000,0.134309250000000,0.001392950000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
131072.000000000000000,2727606.600000000093132,0.004014894474710,11903657768222.560546875000000,9845289.000000000000000,5580.000000000000000,0.188297650000000,0.000059790000000
Dataset:../datasets/CAIDA/0.dat
Memory,AAE,ARE,VAR,Max,Min,Insert time,Join time,Join Ground Truth = 6.79372e+08
131072.000000000000000,310649.979999999981374,0.000457260547863,140780577747.940002441406250,1131535.000000000000000,898.000000000000000,0.135641840000000,0.001365000000000
